in1,in2,in3,in4,in5,in6,in7,out1,out2,out3,out4,out5,out6
304.0967,7.45066,303.0318,271.5318,85.7291,33.90746094,18.56550302,8139.1,13.809,1.1329,1024.4,433.18,2741.1
309.7727,7.38317,302.9977,271.4977,86.2413,34.89529254,18.98826513,8159.1,13.809,1.1234,1039.1,435.03,2731.8
316.0916,7.3046,302.9873,270.0625,87.2341,35.53415926,19.38208888,8166.1,13.812,1.1147,1055.9,436.08,2727.5
320.5996,7.34638,301.5454,269.9969,88.5425,36.14962174,19.65729614,8172.8,13.81,1.0941,1063.3,435.87,2726.1
325.5945,7.12486,301.4973,268.5625,88.7287,37.02229644,20.21947398,8205.2,13.808,1.0744,1084.1,437.79,2724.3
330.5886,7.80672,301.4407,268.4842,90.1458,37.81660234,20.63098956,8195.4,13.819,1.1426,1061.2,436.3,2707.0
335.1036,7.87183,300.0318,267.0454,91.1088,38.34313268,20.99531563,8206.6,13.817,1.1318,1067.7,436.03,2707.6
341.8091,7.14018,299.9977,266.938,91.6706,39.05005954,21.34505814,8226.5,13.811,1.0617,1116.8,440.36,2712.4
345.3781,7.88752,299.2838,265.5318,93.0372,39.51243748,21.54937554,8210.3,13.821,1.1277,1088.4,437.5,2700.4
350.3339,7.76309,298.4962,265.485,93.1564,40.34605305,21.95542933,8231.0,13.817,1.1099,1104.4,439.69,2696.7
354.1876,7.78047,298.4993,264.0454,94.5727,40.77163496,22.18506716,8225.6,13.82,1.117,1112.0,439.54,2698.4
361.142,8.03661,297.8988,263.938,95.7767,41.1252083,22.42944668,8202.5,13.826,1.1384,1114.1,439.88,2684.6
363.7144,7.79258,296.9985,262.5318,96.1005,41.87316147,22.78411226,8230.6,13.82,1.1164,1131.7,441.24,2694.2
369.5737,8.04092,296.9992,262.4384,97.4317,42.36387227,23.10403623,8210.9,13.827,1.1456,1131.7,441.41,2681.2
372.1073,7.85678,296.3988,261.0318,98.1682,43.39355003,23.66235342,8241.7,13.821,1.1403,1146.1,442.6,2691.0
375.2776,8.04943,295.4985,260.9977,72.78307,43.30986961,23.58555001,8411.3,13.787,1.0902,1122.4,476.07,2553.3
374.9418,7.61068,295.4992,261.0,78.73217,44.04993674,24.08744491,8402.0,13.795,1.0777,1154.2,466.27,2597.3
373.7488,8.1439,295.5,261.0,78.51539,44.29274397,24.24369835,8406.9,13.798,1.1253,1125.1,467.02,2586.1
373.8614,8.2911,295.5,261.0,78.51542,44.06778718,24.11997182,8396.6,13.8,1.1347,1118.2,467.27,2582.1
374.1555,8.02256,295.5,261.0,78.51563,44.48383899,24.34766202,8413.6,13.797,1.1175,1131.7,466.98,2588.3
373.5009,8.02716,295.5,261.0,78.51563,44.29308353,24.24325446,8409.8,13.797,1.1156,1130.3,466.73,2589.5
374.8501,7.84031,295.5,261.0,78.51563,44.04127334,24.10542936,8399.9,13.796,1.0964,1142.4,466.98,2590.8
374.4416,7.55065,295.5,261.0,78.51563,44.13140126,24.2092981,8410.6,13.793,1.0751,1155.6,466.11,2598.5
373.809,8.07718,295.5,259.8369,78.51563,43.63113788,24.58072539,8404.4,13.797,1.1261,1128.1,465.88,2588.7
369.2588,8.03977,294.4071,259.4935,77.49837,44.20310209,25.66899141,8463.9,13.785,1.1391,1117.7,464.85,2595.8
366.4995,7.74505,293.5118,258.1784,76.99365,43.85122897,26.46662592,8493.4,13.775,1.1271,1124.8,462.66,2608.7
362.7385,7.98321,292.5017,257.9948,75.89898,42.83113207,26.71639656,8491.1,13.77,1.1436,1102.8,462.73,2604.3
358.9054,8.808,291.4061,256.6409,75.4855,42.30524847,27.18231785,8497.9,13.77,1.225,1052.4,462.4,2590.1
356.6099,8.37237,290.9933,256.436,74.89005,41.51357285,27.51300957,8504.0,13.762,1.1896,1067.6,461.03,2602.6
353.8255,8.09141,289.6783,255.0318,73.98331,41.25325471,28.19796794,8538.5,13.751,1.1767,1072.4,459.69,2611.4
350.4305,8.5442,289.4354,254.9384,73.91165,40.95996617,28.88168059,8548.0,13.75,1.2369,1041.5,458.73,2604.9
346.9254,8.45502,288.0318,253.5318,72.50114,40.2756778,29.32360195,8580.6,13.739,1.2369,1033.4,458.42,2604.9
342.6669,8.10443,287.2815,252.7815,72.46648,39.98882914,30.03615089,8611.4,13.731,1.2232,1041.4,454.98,2622.8
337.2823,8.94145,286.4962,251.9962,71.14733,39.57154997,30.72294504,8653.7,13.727,1.3318,980.89,456.11,2599.4
332.3908,8.96732,285.1403,250.9064,70.95634,39.08971392,31.23175977,8686.3,13.72,1.3583,967.97,453.83,2606.3
328.5645,9.01308,284.936,250.4933,69.59388,38.60145868,31.76144945,8736.4,13.712,1.3782,950.41,453.82,2600.7
325.0428,8.74069,283.5318,249.3366,69.44087,38.06074207,32.40599934,8774.7,13.704,1.3738,955.54,451.06,2611.8
321.7953,9.09007,282.8965,248.9935,68.35239,37.57831045,32.87771742,8825.1,13.698,1.4355,924.11,451.98,2598.1
316.7871,9.00312,281.9986,247.6407,67.93862,37.00629941,33.46878958,8879.2,13.69,1.4529,915.32,449.2,2604.5
313.471,9.52913,280.9063,247.436,67.34389,36.74962776,34.17529651,8937.7,13.685,1.5599,875.84,450.05,2591.0
309.0681,9.30025,280.4933,246.0318,66.44386,36.45261214,34.89207983,9023.7,13.674,1.5515,872.27,447.61,2594.7
306.9078,9.22334,279.1407,245.985,66.42561,35.90928567,35.55309121,9054.0,13.669,1.5768,870.75,446.43,2599.5
301.1001,9.98922,278.9953,244.5454,64.9826,35.22694476,35.78680633,9149.4,13.661,1.7111,809.41,447.33,2577.8
297.7607,9.68556,277.5625,244.0159,64.92062,34.86054519,36.54750891,9202.3,13.653,1.7056,816.9,444.8,2589.2
293.6101,9.44276,276.8957,243.0019,63.4867,34.03531571,36.79273221,9290.6,13.638,1.6828,812.43,443.87,2586.5
288.4572,9.6423,275.9986,242.5175,63.41876,33.7047393,37.63641911,9352.7,13.632,1.7608,789.56,441.83,2591.5
285.488,10.53267,274.9861,241.5019,62.0628,32.79895878,37.76667782,9444.6,13.621,1.9434,727.05,444.89,2563.2
281.1447,9.80406,274.4934,240.4859,61.91721,32.70689209,38.71124903,9513.9,13.61,1.8527,754.74,439.86,2583.8
277.9661,10.33541,273.1406,239.9934,60.90884,31.92077936,39.02854241,9595.3,13.598,1.986,712.77,441.65,2568.1
274.8563,9.72211,272.936,238.6406,60.41525,31.17774655,39.30911064,9639.4,13.589,1.8948,736.36,437.93,2578.3
270.3084,9.95497,271.5318,238.4953,59.32868,31.12994585,40.26182602,9763.2,13.569,1.9943,705.4,438.4,2572.2
265.0803,10.33461,270.4847,237.1409,58.91364,30.48006022,40.85421865,9844.0,13.558,2.1167,670.93,436.99,2569.5
262.0172,10.44146,269.9934,236.936,58.20443,30.27514714,41.76320719,9928.4,13.543,2.1856,653.12,436.49,2567.6
260.0343,10.65604,268.6406,235.5318,57.40662,29.69673365,42.26155182,10017.0,13.528,2.2805,630.98,436.64,2556.4
255.3565,10.58893,268.436,235.4384,57.35021,29.23190662,42.77450356,10046.0,13.522,2.3033,625.05,434.14,2567.7
250.8989,10.40641,267.0318,234.0318,55.93322,28.81344869,43.49284779,10179.0,13.495,2.3383,614.88,432.98,2562.4
246.4638,10.7867,266.2815,233.2815,55.8962,28.24282349,44.17743711,10231.0,13.488,2.4723,584.78,431.53,2564.6
243.7716,10.50813,265.4962,232.4962,54.53937,27.65124802,44.66165264,10326.0,13.466,2.4671,584.76,430.92,2558.8
239.2946,10.38066,264.4064,231.4064,54.39377,27.34186474,45.41427351,10392.0,13.455,2.521,580.49,427.98,2567.2
234.6366,11.41864,263.9933,230.9933,53.30553,26.82895455,46.04687341,10494.0,13.434,2.7695,507.77,430.37,2549.8
230.7457,11.4871,262.6407,229.9069,52.89174,26.2508051,46.63024988,10564.0,13.422,2.8596,492.55,428.89,2550.5
229.2413,10.61143,262.4953,229.4933,52.89822,26.07759422,46.83877449,10568.0,13.42,2.7162,536.72,425.0,2566.6
232.0047,11.05104,263.5929,230.8212,52.89927,26.25751829,45.66293545,10498.0,13.429,2.692,520.51,429.06,2555.1
234.7754,10.75522,264.0067,231.0646,54.22235,26.8697485,45.299943,10415.0,13.45,2.6036,550.77,427.61,2568.1
236.7227,11.75674,265.3217,232.4682,54.4147,27.45212884,44.82509665,10374.0,13.457,2.7301,503.05,432.31,2553.8
242.4151,11.02174,266.1064,232.5616,55.42426,27.76351083,43.93268971,10265.0,13.48,2.5191,561.6,431.1,2562.5
245.8825,10.0703,267.0015,233.9682,55.92834,28.31904676,43.39037146,10178.0,13.493,2.281,624.06,429.91,2578.4
248.7398,10.26237,268.0937,234.6035,56.52338,28.7801652,42.94330691,10116.0,13.505,2.2673,624.17,431.16,2577.0
253.3897,10.17633,268.5067,235.5014,57.42333,29.33535693,42.29108863,10026.0,13.524,2.2035,644.54,432.49,2579.1
255.7206,10.3594,269.8593,236.5937,57.48207,29.59938468,41.46963271,9963.6,13.531,2.1688,641.55,434.84,2573.8
259.6075,11.00895,270.064,237.0067,58.89004,30.36478839,41.23379372,9888.2,13.552,2.2755,623.23,436.81,2570.1
263.9639,11.13122,271.4682,238.0931,58.98349,30.53747956,40.33896524,9810.4,13.563,2.2316,627.94,439.66,2561.3
267.3436,9.97744,272.1035,238.5067,60.39003,30.91011053,39.48084688,9677.2,13.583,1.968,707.5,435.99,2589.3
273.4071,9.8071,273.0014,239.8593,60.42413,31.36339218,38.84127815,9611.0,13.591,1.8898,729.99,439.01,2582.6
275.5945,9.64891,274.0937,240.0047,61.78094,31.8917348,38.29096992,9510.7,13.607,1.8269,752.79,437.42,2596.2
278.3608,10.63681,239.7923,194.0979,49.28691,32.43042003,37.87223036,11175.0,13.401,2.9546,598.72,445.42,2316.1
283.0114,9.88434,273.6249,229.8098,53.27876,32.77815411,37.06379076,10047.0,13.511,1.8141,693.55,448.78,2463.3
286.349,9.46267,276.1577,243.1756,58.55434,33.72570499,36.96707044,9559.2,13.59,1.6827,763.72,449.45,2551.8
291.207,10.1839,273.5566,240.1843,58.83862,33.76695674,35.93614579,9564.6,13.598,1.8154,736.34,453.09,2519.3
294.3896,9.81944,278.0745,244.5806,65.02272,34.98155263,36.19233482,9185.4,13.654,1.7133,804.75,444.27,2596.7
297.8285,9.59767,278.9995,244.9835,65.43065,35.08103388,35.09481498,9101.8,13.662,1.6305,828.5,445.1,2599.9
302.3786,9.61839,280.0938,245.998,66.44324,35.58759476,34.6135242,9018.1,13.673,1.6062,843.69,446.05,2602.1
307.594,9.45532,280.5067,247.0939,66.45906,36.06279491,33.96861871,8973.7,13.678,1.5499,863.89,448.91,2597.3
309.6079,9.47422,281.8593,247.5067,67.89987,36.72804082,33.63926862,8903.5,13.689,1.533,875.99,447.53,2608.1
314.517,9.42447,282.6059,248.5931,67.95264,37.29033184,33.09571903,8866.1,13.694,1.496,889.55,450.31,2601.4
318.4828,9.06499,283.5015,249.0067,69.31131,37.62487651,32.45782916,8792.8,13.702,1.424,925.23,449.15,2616.4
322.8861,8.68307,284.5139,250.3217,69.46164,37.87713807,31.71550742,8747.0,13.706,1.3441,956.39,450.74,2621.6
325.8445,9.33237,285.0066,250.5179,70.82693,38.4352556,31.18189736,8695.9,13.719,1.4116,936.05,451.97,2609.7
330.7849,8.80653,286.3217,251.9546,70.97345,39.29057369,30.90434494,8678.4,13.722,1.3254,974.04,453.26,2616.4
333.2953,8.84027,286.5645,252.062,72.06166,39.56496066,30.07803388,8639.3,13.729,1.3088,983.62,453.37,2620.2
337.9055,9.08063,287.9682,253.4682,72.47544,40.01173265,29.60595223,8603.6,13.739,1.3169,983.03,455.95,2607.2
343.1194,8.7303,288.6035,254.1035,73.07076,40.50256892,29.06838635,8579.4,13.743,1.2619,1014.4,457.04,2610.5
345.4047,8.55252,289.5014,255.0014,73.99143,41.14629015,28.54888704,8564.1,13.749,1.2321,1031.9,456.98,2617.4
350.4348,8.89503,290.5937,255.602,74.05246,41.52070591,27.91600078,8537.1,13.758,1.2492,1025.8,460.23,2597.2
353.2342,8.8209,291.0067,256.5014,75.46035,42.26427226,27.49244033,8522.3,13.765,1.235,1039.9,459.99,2602.4
358.2262,8.77089,292.3593,257.5937,75.49444,42.93271764,27.05885272,8508.3,13.772,1.2214,1053.0,462.65,2591.5
359.7826,8.29242,292.564,258.0067,76.81596,42.99586393,26.34850709,8489.9,13.774,1.1667,1084.1,461.16,2609.2
364.6032,8.15336,293.9682,259.3593,77.01488,43.93309192,25.99666459,8482.2,13.78,1.1529,1101.4,463.51,2600.5
367.2435,8.24648,294.6035,259.5047,78.33717,43.95059174,25.22723028,8449.4,13.79,1.151,1105.5,463.34,2599.7
370.4076,8.23223,295.5014,260.8905,75.41357,44.70662112,25.21471822,8465.8,13.787,1.1468,1106.5,469.63,2573.0
374.8319,8.26185,295.5008,260.9448,1.66525,44.43402403,16.6713431,10936.0,12.993,0.8351,632.79,556.72,2159.9
372.0605,7.09662,294.4071,259.5318,97.7538,44.33724402,16.50291828,8027.1,13.827,0.9277,1202.2,444.99,2731.2
369.853,7.72518,293.9933,259.4384,97.1563,43.90816569,16.89607503,8038.1,13.831,0.98358,1164.6,441.78,2714.5
364.734,8.03341,292.6407,258.0318,96.2564,43.32624529,17.21384196,8076.6,13.827,1.0096,1137.8,439.02,2716.9
364.3572,8.13788,292.436,257.3965,96.1805,42.46937279,17.4423575,8074.7,13.828,1.0226,1131.5,437.92,2713.7
359.0945,8.01574,291.0318,256.4986,94.7661,42.00086959,17.80148841,8133.1,13.818,1.0128,1125.3,437.68,2726.6
357.5585,8.75974,290.3965,255.4063,94.6728,41.64065593,18.22488314,8134.2,13.823,1.0879,1085.1,435.14,2707.8
352.6311,8.81787,289.4986,254.9933,93.253,40.98960216,18.49741009,8171.8,13.817,1.096,1070.9,435.05,2712.6
349.39,8.356,288.4063,253.9069,93.2086,40.49665958,18.88225377,8208.8,13.807,1.0624,1086.3,433.74,2736.1
346.5412,8.41905,287.9933,253.4933,91.8519,40.28135816,19.3366017,8242.4,13.802,1.0751,1075.9,434.21,2735.2
342.4568,8.70845,286.6407,252.1407,91.7063,39.74741688,19.69392926,8260.9,13.799,1.1166,1053.3,432.09,2736.8
338.4908,8.60308,286.436,251.9953,90.6979,39.2896837,20.08526593,8287.1,13.794,1.1143,1048.9,431.76,2744.2
332.998,8.77439,285.0318,250.6409,90.1923,38.69576405,20.36507787,8309.1,13.789,1.1467,1029.1,429.9,2751.3
330.8651,9.17561,284.3965,250.436,89.096,38.09830937,20.674902,8309.8,13.789,1.2037,1004.3,430.84,2738.2
325.157,9.26986,283.4986,249.0318,88.6808,37.69975346,21.10746704,8337.8,13.784,1.2366,987.51,428.72,2746.4
321.8608,9.12949,282.1401,248.3965,88.0861,37.46395029,21.63279506,8367.6,13.776,1.2407,986.69,428.14,2756.8
317.9245,9.2424,281.9954,247.4986,87.1736,36.748505,21.86896653,8372.5,13.774,1.2657,972.44,427.38,2757.7
314.3695,9.27481,280.6785,247.1382,87.1514,36.43951247,22.25771451,8387.6,13.769,1.2949,963.14,426.25,2764.5
310.6392,10.09842,279.8936,246.0066,85.7095,35.62591761,22.55592504,8382.3,13.771,1.4374,914.74,427.85,2734.5
306.0254,9.3619,278.9985,244.9058,85.6614,35.59665654,23.18771337,8430.1,13.759,1.3505,940.17,424.25,2772.0
303.3979,9.485,277.9861,244.4933,84.3426,34.80015151,23.32115081,8428.1,13.755,1.3841,928.07,425.37,2768.1
297.152,9.76849,277.4934,243.4069,84.1589,34.3692189,23.77424878,8446.5,13.752,1.4508,900.87,423.13,2768.4
294.1216,10.29334,276.1406,242.9933,82.79552,33.76539453,24.08832565,8448.8,13.75,1.565,867.95,425.31,2746.3
289.5771,10.11475,275.936,241.6783,82.64049,33.09604086,24.32472134,8459.7,13.745,1.5442,867.07,422.36,2762.3
287.6209,10.07254,274.5318,241.4821,81.62757,32.56122482,24.6809188,8468.1,13.739,1.5672,863.89,423.28,2761.9
283.4795,10.04254,273.8965,240.0454,81.134,32.06202785,25.06064071,8486.4,13.734,1.5794,856.16,421.42,2766.9
281.0567,9.63104,272.9986,239.938,80.63728,31.6428579,26.56749928,8522.3,13.722,1.5649,868.19,419.61,2778.9
276.951,10.12431,271.9063,238.5318,79.63317,30.97532497,27.80955533,8546.8,13.715,1.6974,832.78,419.4,2755.7
272.37,10.10223,271.4933,237.8965,79.51436,30.61751428,27.46757925,8550.5,13.714,1.6919,825.12,417.76,2767.0
269.3625,10.82799,270.1407,236.9986,78.08946,30.05480238,29.41565679,8593.6,13.705,1.8964,777.8,419.26,2730.3
262.8675,11.28603,269.936,235.9861,78.06097,29.71879431,30.1482158,8619.8,13.703,2.0073,740.68,417.06,2728.8
262.1813,10.98631,268.5318,235.4934,76.73167,29.16834662,30.95324425,8663.8,13.692,1.9971,749.95,417.55,2726.5
257.3554,10.27387,268.0163,234.4068,76.53283,28.81666591,34.78210023,8807.4,13.673,2.0015,770.16,411.23,2753.4
254.8611,10.73276,267.0019,233.9933,75.20377,28.33313779,36.76968056,8929.0,13.666,2.1773,734.49,412.04,2736.9
250.2306,10.84315,265.6399,232.6407,74.97103,27.76981847,35.90522658,8923.5,13.663,2.1939,719.61,411.11,2737.4
247.1739,10.9685,265.4827,232.4953,73.88716,27.47628732,39.76247358,9142.9,13.656,2.3859,697.38,409.19,2738.3
242.9533,11.22033,264.0454,231.1409,21.79017,27.09855132,42.6979697,11813.0,12.974,2.403,322.65,486.43,2200.7
235.2029,9.31558,263.3961,230.936,52.9971,26.74273883,46.524458,10499.0,13.428,2.4178,619.34,424.15,2578.0
229.8304,10.11959,262.4986,229.5318,52.92604,26.16797857,46.93368961,10563.0,13.42,2.6299,564.37,423.59,2573.4
224.7276,11.2898,261.4063,229.4384,51.57615,25.46179982,47.43560041,10671.0,13.395,2.904,481.91,427.29,2552.0
221.2237,10.99066,260.9933,228.0318,51.39322,24.88342123,47.82721295,10716.0,13.388,2.9041,489.6,423.85,2559.5
216.9962,11.01974,259.6407,227.3965,50.07695,24.28189979,48.2806326,10815.0,13.363,2.9732,470.08,423.98,2552.5
214.9435,10.73442,259.5081,226.98,49.89504,23.95214248,47.83869096,10813.0,13.361,2.906,480.83,422.62,2557.3
221.0697,11.49797,260.9546,227.9973,51.33603,24.29161518,46.98131205,10686.0,13.392,2.9553,462.95,426.08,2549.2
223.0277,11.4096,261.4842,229.0141,51.40156,25.03232759,46.80073183,10663.0,13.394,2.8981,471.98,427.39,2549.6
228.1219,11.25952,262.4981,229.5066,52.71986,25.76345403,46.51118446,10571.0,13.418,2.8221,499.09,427.13,2556.4
228.3423,10.86161,263.5939,230.8594,52.90364,26.240966,45.90259416,10514.0,13.424,2.6736,523.59,426.87,2566.8
234.2452,11.18367,264.0067,231.0047,53.99137,26.68263146,45.19291867,10427.0,13.448,2.6809,525.38,429.13,2559.7
236.8491,11.01183,265.3217,232.3215,54.41455,27.32599394,44.84219293,10364.0,13.457,2.5868,543.56,429.78,2564.7
239.2617,10.93717,265.5646,232.5646,54.77108,27.95450231,44.55311415,10335.0,13.464,2.5447,554.41,430.46,2564.8
243.9569,10.96103,266.9682,233.9682,55.91499,28.10515017,43.4482886,10194.0,13.491,2.4558,572.43,431.91,2568.2
247.3307,10.71107,267.6035,234.0616,56.40466,28.5888672,42.88620897,10139.0,13.503,2.363,596.23,432.05,2569.8
251.7256,10.09936,268.5014,235.4682,57.41995,29.04079074,41.99686225,10014.0,13.524,2.1799,646.19,431.76,2583.4
255.0002,10.29716,269.5139,235.9837,57.43562,29.47685591,41.53152308,9979.7,13.529,2.1695,642.83,434.06,2574.4
258.9922,10.71035,270.0066,236.9981,58.87643,30.08336276,40.92386847,9869.7,13.553,2.2083,638.78,435.86,2575.6
260.22,10.78481,270.0003,237.001,58.92454,30.55490611,41.3101936,9889.6,13.552,2.2344,636.34,436.31,2573.0
260.6629,10.32365,270.0,237.0,58.92185,30.68256519,41.41782726,9889.6,13.551,2.1496,661.72,434.99,2580.0
259.999,10.16624,270.0,237.0,58.92188,30.51345231,41.19553916,9877.6,13.551,2.1127,669.43,434.39,2583.8
261.1631,10.0207,270.0,237.0,58.92188,30.54201322,41.21853595,9873.7,13.552,2.0855,679.44,434.36,2583.7
260.5251,10.415,270.0,237.0,58.92188,30.5228623,41.20147521,9879.4,13.552,2.1591,657.02,435.36,2578.3
261.3448,10.73708,270.0,237.0,58.92188,30.4088515,41.048325,9872.5,13.554,2.2144,641.58,436.77,2570.7
262.0162,9.97566,270.0,237.0,58.92188,30.55554368,41.2413036,9871.8,13.553,2.0773,683.45,434.53,2582.6
258.8426,10.13707,270.7163,237.0594,58.92188,30.59458459,40.98906044,9866.9,13.552,2.0867,669.44,433.76,2587.4
258.744,10.78927,271.5038,238.4682,60.24333,30.99449735,40.48246927,9768.3,13.571,2.176,644.28,434.92,2593.5
257.9332,9.84776,272.2169,239.2185,61.51998,31.78542418,40.04271232,9677.6,13.584,1.9697,702.35,430.54,2627.8
256.1874,10.57828,273.0038,240.0038,61.94131,32.54334773,39.97151115,9664.4,13.588,2.0865,662.45,432.03,2625.5
254.7281,10.08462,273.6019,241.0137,63.3774,32.8953163,39.42289132,9557.6,13.603,1.9688,696.81,428.74,2655.3
251.8591,9.71239,274.5014,241.5066,64.83234,33.77011891,39.14847888,9484.8,13.614,1.8811,720.89,424.71,2686.6
248.877,10.05713,274.5602,242.8908,65.66576,34.17403791,38.54159805,9422.5,13.622,1.9244,702.88,425.03,2698.0
248.1842,10.20428,275.9682,243.6053,66.50847,34.91071192,38.40381895,9375.6,13.631,1.9246,699.53,424.12,2708.1
244.487,10.59892,276.1434,244.5015,67.91435,35.62734948,38.022306,9314.6,13.642,1.9899,680.3,422.93,2724.8
243.7157,10.19333,277.4789,245.5937,69.05181,36.39127211,37.879122,9254.5,13.649,1.8907,708.15,420.19,2749.9
240.6518,10.24845,277.5019,246.0067,70.07258,37.12624062,37.63580624,9226.6,13.654,1.8959,705.21,418.44,2766.8
240.1263,9.97736,278.8591,247.3593,70.97043,37.4947163,37.05092259,9159.0,13.66,1.8141,725.54,416.95,2785.9
237.4266,9.27081,279.0047,247.564,72.32867,38.27312185,36.79529601,9129.7,13.659,1.6921,765.28,412.29,2822.6
235.1821,9.21313,280.3905,248.9682,73.58012,38.48320661,36.02517369,9067.2,13.665,1.6528,772.55,410.45,2843.2
233.0078,9.79079,280.5041,249.6035,74.05748,39.24661503,35.81839529,9066.0,13.67,1.7367,740.27,411.62,2839.5
229.9676,9.60709,281.8591,250.5014,75.46062,39.71399931,35.26069482,9035.7,13.673,1.6838,752.43,408.55,2863.9
230.0814,9.56109,282.0047,251.8223,76.81661,40.57021404,35.24709902,9018.4,13.674,1.6774,761.58,407.67,2877.6
227.1324,9.31316,283.0929,252.0645,77.49039,41.52906008,35.05720993,9039.6,13.672,1.6286,772.36,405.06,2895.9
226.2118,9.18363,283.5067,253.4682,78.57115,42.0434244,34.62249364,9026.4,13.67,1.5954,782.43,403.99,2909.6
224.2448,9.30937,284.5931,253.9837,79.98489,42.56067971,34.25373712,9029.3,13.672,1.6036,778.49,402.32,2919.4
219.9707,9.28369,273.7278,254.9981,77.88477,43.53925558,34.9468897,9052.1,13.652,1.7448,754.48,408.74,2927.1
213.5066,12.59036,6.04469,256.0939,1.73551,42.85031123,56.67775478,14836.0,12.69,19.35,-167.22,540.89,1943.1
217.3022,12.58151,0.0,256.5067,101.5413,42.766943,57.26578594,10266.0,13.352,21.082,603.61,505.79,2548.1
227.9145,9.83737,176.971,256.5002,101.862,42.84960507,42.93218133,8592.6,13.502,5.8246,741.23,420.6,2904.9
238.0844,6.87181,289.1869,257.1012,102.0802,42.33074904,30.31062293,8932.3,13.644,1.2925,918.45,383.86,3033.4
245.5856,7.06088,288.0888,258.0015,102.0705,43.18365201,30.28877403,8926.6,13.649,1.3014,924.25,387.94,3019.1
257.4651,8.23435,289.4514,258.0008,101.0573,42.67502512,29.39288637,8824.2,13.686,1.3938,891.9,398.88,2942.2
270.0436,8.16438,289.562,258.0,100.5637,42.41247899,28.53676297,8756.4,13.701,1.3498,919.56,402.6,2916.7
281.3224,7.8319,290.9682,258.0,100.57,43.01265121,28.31579477,8734.5,13.71,1.3009,958.18,405.48,2903.0
291.3815,7.89568,291.0023,259.3591,100.5703,43.12054621,27.71244955,8680.6,13.722,1.2798,975.05,409.11,2880.1
305.9732,7.81222,292.3591,259.5047,100.5703,43.01438827,27.03925916,8603.9,13.741,1.2474,1008.5,414.49,2848.6
316.3294,7.92429,292.5047,259.5,99.9691,43.52910789,26.63472765,8566.7,13.752,1.24,1024.7,418.66,2822.6
329.4246,8.24556,293.8591,259.5,99.0688,43.18131826,25.70611911,8472.4,13.777,1.2419,1036.6,423.88,2776.2
343.8992,7.66127,294.0047,259.5127,99.0635,43.08638356,25.07434339,8409.0,13.784,1.1635,1095.2,430.46,2766.9
356.9926,7.45028,295.0929,260.9546,99.0506,43.35423304,24.64313317,8346.8,13.797,1.1287,1132.9,436.85,2743.4
365.4839,8.15321,295.5067,261.0027,99.0581,43.40468488,24.07918337,8274.6,13.816,1.1783,1117.2,437.83,2700.5
372.9991,8.14142,295.9817,261.0,99.0545,44.11466191,23.8914515,8246.8,13.823,1.1722,1134.1,441.11,2685.8
371.1369,8.06186,296.9981,262.3214,100.1423,45.37991808,24.12658557,8268.8,13.82,1.1788,1133.7,441.06,2695.3
365.9142,7.65244,297.001,262.5052,101.1761,46.22333753,24.04163026,8303.3,13.808,1.1473,1143.4,440.22,2726.9
363.3436,7.64471,297.6012,263.8591,102.0721,46.95597313,23.9345667,8309.8,13.806,1.1508,1138.5,439.17,2734.9
357.4253,8.20954,298.5015,264.0047,103.452,47.30089623,23.6880608,8293.7,13.812,1.2097,1098.9,434.74,2728.1
355.4344,7.68519,298.5008,265.3591,104.6914,48.07405825,23.50442243,8312.6,13.801,1.1617,1120.9,435.2,2758.0
345.6072,7.83173,299.513,265.5047,105.1692,48.67951705,23.35617298,8338.2,13.796,1.1864,1093.3,431.62,2771.7
343.8512,7.57371,300.0066,266.8591,106.5856,49.32035435,23.13555048,8338.4,13.791,1.1654,1102.7,431.08,2789.6
336.4027,7.80652,300.0003,267.0047,107.9487,49.70783066,22.85361649,8344.6,13.787,1.1892,1076.5,427.34,2800.8
332.2625,8.03234,301.3214,268.3215,108.6272,50.4544721,22.78025881,8343.7,13.789,1.2236,1056.5,425.79,2799.1
325.5859,7.94277,301.5052,268.5052,109.6419,50.46861221,22.34835601,8347.8,13.783,1.2129,1047.8,423.34,2818.2
321.9586,7.96291,301.5,269.8591,111.0234,51.32549496,22.25503207,8359.6,13.778,1.2194,1039.5,421.43,2831.1
316.3816,7.50742,302.8591,270.0047,112.2616,51.41590521,21.87545171,8359.5,13.771,1.1838,1050.7,420.19,2859.0
310.955,7.54114,303.0047,271.3215,112.7464,52.08572374,21.74818958,8382.0,13.766,1.1916,1037.7,417.98,2871.4
305.2359,7.81573,303.0127,271.5052,114.156,52.25594364,21.37722493,8371.1,13.765,1.2171,1013.3,415.45,2875.5
301.1867,7.63524,304.4546,272.8215,115.5252,53.16149374,21.30125324,8376.8,13.761,1.2181,1013.5,414.04,2891.9
295.0972,7.40757,304.5027,273.0646,116.1977,53.41554602,21.01000503,8396.5,13.752,1.1956,1012.6,411.63,2915.9
290.2226,6.97117,305.2162,274.4682,117.2694,53.47862992,20.63271922,8405.5,13.744,1.1556,1024.1,409.38,2944.1
285.601,7.23532,306.0038,274.5616,118.7009,54.09349875,20.45296596,8392.6,13.746,1.1929,1002.1,407.79,2944.3
281.7444,6.67805,306.0007,275.9682,119.8296,54.66948722,20.33161164,8425.7,13.732,1.1401,1021.4,404.72,2981.3
